ward,type,location,year,est_cost,id,point_location,lat,long,query
2,Street Lighting,W 16 ST & N MICHIGAN AV,2009,5000,1542,W 16th ST & N MICHIGAN AV,NA,NA,google
11,Viaduct Improvement Menu,W 16TH ST & S HALSTED ST,2018,15069.6,8641,W 16TH ST & S HALSTED ST,41.859911,-87.6467108,google
24,POD Camera - 3 locations,W 16TH ST & S HAMLIN AVE,2018,27011,41620,W 16TH ST & S HAMLIN AVE,41.8589177,-87.7200618,google
25,Miscellaneous-CDOT,W 18 th ST & S WOLCOTT AVE,2010,400,20326,W 18 th ST & S WOLCOTT AVE,41.8577003,-87.6735468,google
25,1 - LPR/No Camera - SW 18th St & Ashland,W 18TH ST & S ASHLAND AVE,2022,27410,20850,W 18TH ST & S ASHLAND AVE,41.8578077,-87.6661364,google
25,Traffic Signals,W 18 ST & S HALSTED ST,2006,134,20098,W 18th ST & S HALSTED ST,41.8580929,-87.6466375,google
25,Traffic Signals,W 18 ST & S HALSTED ST,2007,17375,20141,W 18th ST & S HALSTED ST,41.8580929,-87.6466375,google
25,Traffic Signals,W 18 ST & S HALSTED ST,2008,12991,20219,W 18th ST & S HALSTED ST,41.8580929,-87.6466375,google
25,Traffic Signals,W 18 ST & S HALSTED ST,2009,500,20299,W 18th ST & S HALSTED ST,41.8580929,-87.6466375,google
25,Miscellaneous Other,W 18TH ST & S LOOMIS BLVD,2012,2576,20496,W 18TH ST & S LOOMIS BLVD,41.857864,-87.6613234,google
25,Miscellaneous Other,W 18TH ST & S LOOMIS BLVD,2012,7030,20497,W 18TH ST & S LOOMIS BLVD,41.857864,-87.6613234,google
25,Arterial Street Bump Outs Menu,W 18TH ST & S MILLER ST,2022,53343.9,20855,W 18TH ST & S MILLER ST,41.85802,-87.6522035,google
25,Street Bump Outs Menu,W 18TH ST & S MILLER ST,2022,25284.52,20890,W 18TH ST & S MILLER ST,41.85802,-87.6522035,google
25,Miscellaneous Other,W 18TH ST & S PAULINA ST,2012,1500,20498,W 18TH ST & S PAULINA ST,41.8577494,-87.6686552,google
25,Street Light Pole Painting Menu,W 18TH ST & S PAULINA ST,2017,1200,20689,W 18TH ST & S PAULINA ST,41.8577494,-87.6686552,google
25,1 - LPR/Exiting Camera - Cermak & Ashland,W 19TH ST & S MORGAN ST,2022,24776,20848,W 19TH ST & S MORGAN ST,41.8566645,-87.6515299,google
24,Viaduct Improvement Menu,W 19TH ST & S WASHTENAW AVE,2019,7490,19859,W 19TH ST & S WASHTENAW AVE,41.8556303,-87.6931202,google
25,Miscellaneous-CDOT,W 21 PL & S DAMEN AV,2010,700,20325,W 21st PL & S DAMEN AV,41.8540168,-87.6758731,google
25,1 - PTZ Camera - SE 21st St & Hoyne,W 21ST ST & S HOYNE AVE,2022,24776,20851,W 21ST ST & S HOYNE AVE,41.8539812,-87.6783292,google
12,Street Lighting,W 22ND PL & S CALIFORNIA AV (2800 W)Dead End (2866 W),2011,68250,9168,W 22ND PL & S CALIFORNIA AV (2800 W)Dead End (2866 W),41.841857,-87.6958091,google
25,Sidewalk Menu - Change Order,W 22ND PL & S WOOD ST (1800 W)Dead End (850 W),2011,15427,20478,W 22ND PL & S WOOD ST (1800 W)Dead End (850 W),41.7213127,-87.6676439,google
25,Street Lighting,W 23 PL & S LEAVITT ST,2009,4500,20251,W 23rd PL & S LEAVITT ST,41.849382,-87.6806577,google
25,Miscellaneous-CDOT,W 23 ST & S DAMEN AV,2010,700,20327,W 23rd ST & S DAMEN AV,41.8503737,-87.6757753,google
12,In-Road State Law Stop For Pedestrians Sign Menu,W 23RD ST & S MARSHALL BLVD,2021,600,9670,W 23RD ST & S MARSHALL BLVD,41.8500294,-87.6990236,google
25,Street Resurfacing Menu,W 23RD ST & S STEWART AVE,2015,15194,20634,W 23RD ST & S STEWART AVE,41.8499976,-87.6366604,google
25,Miscellaneous-CDOT,W 23 ST & S WESTERN AV,2010,500,20328,W 23rd ST & S WESTERN AV,41.8493264,-87.6855346,google
12,Miscellaneous Other,W 23RD ST & S WHIPPLE ST,2014,34850,9342,W 23RD ST & S WHIPPLE ST,41.8499864,-87.701512,google
2,Pole Painting,W 23 ST & W MONROE ST,2008,300,1287,W 23rd ST & W MONROE ST,41.8801563,-87.6962583,google
11,Viaduct Improvement Menu,W 24TH PL & S CANAL ST,2019,8039.77,8683,W 24TH PL & S CANAL ST,41.8481568,-87.6383939,google
11,Viaduct Improvement Menu,W 24TH PL & S CANAL ST,2019,21000,8684,W 24TH PL & S CANAL ST,41.8481568,-87.6383939,google
25,Viaduct Improvement Menu,W 24TH PL & S CANAL ST,2019,21000,20766,W 24TH PL & S CANAL ST,41.8481568,-87.6383939,google
25,Viaduct Improvement Menu,W 24TH PL & S CANAL ST,2019,8039.78,20767,W 24TH PL & S CANAL ST,41.8481568,-87.6383939,google
11,Alley Resurfacing Menu,W 24TH PL & S STEWART AVE,2021,8599.44,40788,W 24TH PL & S STEWART AVE,41.8481869,-87.6366117,google
11,Alley Resurfacing Menu,W 24TH PL & S WENTWORTH AVE,2021,8599.44,40789,W 24TH PL & S WENTWORTH AVE,41.8482337,-87.6319799,google
22,Street Lighting,W 24TH ST & S CENTRAL PARK AVE,2011,3500,17574,W 24TH ST & S CENTRAL PARK AVE,41.8480398,-87.7148767,google
25,1 PTZ Camera - 24th St and Princeton,W 24TH ST & S PRINCETON AVE,2021,24776,20803,W 24TH ST & S PRINCETON AVE,41.848205,-87.6346886,google
22,Traffic New Signals,W 24TH ST & S PULASKI RD,2012,350000,17621,W 24TH ST & S PULASKI RD,41.8469966,-87.7246434,google
22,Street Lighting,W 25 ST & S KEELER AV,2010,1000,17559,W 25th ST & S KEELER AV,41.8460131,-87.7294711,google
11,Viaduct Improvement Menu,W 26TH ST & S CANAL ST,2018,120000,8635,W 26TH ST & S CANAL ST,41.8454406,-87.6383366,google
11,Viaduct Improvement Menu,W 26TH ST & S CANAL ST,2018,38451.4,8636,W 26TH ST & S CANAL ST,41.8454406,-87.6383366,google
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 26TH ST & S CANAL ST,2021,22015,40778,W 26TH ST & S CANAL ST,41.8454406,-87.6383366,google
11,5 LPR on Existing Cameras: Various Locations,W 26TH ST & S CANAL ST,2021,10971,40787,W 26TH ST & S CANAL ST,41.8454406,-87.6383366,google
22,Arterial Street Bump Outs Menu,W 26TH ST & S KOLIN AVE,2021,31861.26,41468,W 26TH ST & S KOLIN AVE,41.8441397,-87.7326475,google
22,Arterial Street Bump Outs Menu,W 26TH ST & S KOLIN AVE,2022,15779.715,41492,W 26TH ST & S KOLIN AVE,41.8441397,-87.7326475,google
22,Street Lighting,W 27TH ST & S CENTRAL PARK AVE,2011,3500,17577,W 27TH ST & S CENTRAL PARK AVE,41.8425478,-87.7147225,google
22,Street Lighting,W 27 ST & S KOLIN AV,2010,500,17561,W 27th ST & S KOLIN AV,41.8423035,-87.7330074,google
22,Street Lighting,W 27TH ST & S LAWNDALE AVE,2011,3500,17575,W 27TH ST & S LAWNDALE AVE,41.8425136,-87.7171819,google
22,Traffic Signals,W 27TH ST & S PULASKI RD,2011,350000,17580,W 27TH ST & S PULASKI RD,41.8424088,-87.7245007,google
11,Street Traffic Circle Menu,W 28TH PL & S PRINCETON AVE,2021,15746.2857142857,40807,W 28TH PL & S PRINCETON AVE,41.8425711,-87.6342151,google
11,Street Traffic Circle Menu,W 28TH PL & S WELLS ST,2021,15746.2857142857,40810,W 28TH PL & S WELLS ST,41.8425898,-87.6330024,google
22,Street Lighting,W 28 ST & S KOLIN AV,2010,1000,17560,W 28th ST & S KOLIN AV,41.8404672,-87.7329687,google
22,Street Traffic Circle Menu,W 28TH ST & S KOMENSKY AVE,2020,3448.725,41467,W 28TH ST & S KOMENSKY AVE,41.8405379,-87.7256552,google
22,Street Lighting,W 28TH ST & S LAWNDALE AVE,2011,3500,17579,W 28TH ST & S LAWNDALE AVE,41.8406823,-87.7171365,google
11,Viaduct Improvement Menu,W 29TH ST & S CANAL ST,2018,14045.59,8643,W 29TH ST & S CANAL ST,41.8417982,-87.6382291,google
11,High Definition Camera Menu,W 29TH ST & S POPLAR AVE,2016,27011,40712,W 29TH ST & S POPLAR AVE,41.84133948200008,-87.64971882999998,census
11,Street Traffic Circle Menu,W 29TH ST & S SHIELDS AVE,2021,15746.2857142857,40811,W 29TH ST & S SHIELDS AVE,41.84112240800005,-87.63538793199996,census
11,Street Traffic Circle Menu,W 29TH ST & S WELLS ST,2021,15746.2857142857,40808,W 29TH ST & S WELLS ST,41.84115858700005,-87.63295589999996,census
22,Street Lighting,W 30TH ST & S LAWNDALE AVE,2011,3500,17576,W 30TH ST & S LAWNDALE AVE,41.83884715200003,-87.71708008199994,census
11,Street Traffic Circle Menu,W 30TH ST & S SHIELDS AVE,2021,15746.2857142857,40812,W 30TH ST & S SHIELDS AVE,41.83966720900003,-87.63535175299995,census
11,Street Traffic Circle Menu,W 30TH,2021,15746.2857142857,40813,W 30TH,41.8387904,-87.7201238,google
11,Sidewalk Menu,W 31ST PL & S BENSON ST,2019,32208.24,8663,W 31ST PL & S BENSON ST,41.8369473,-87.6607967,google
11,Alley Apron Menu,W 31ST PL & S RACINE AV (1200 W),2011,11958,8275,W 31ST PL & S RACINE AV (1200 W),41.73635,-87.653539,google
11,Design and installation of left turn arrows at S. Halsted St. & W. 31st St. (Ward 11),W 31ST ST & S HALSTED ST,2022,154406,8772,W 31ST ST & S HALSTED ST,41.8380306,-87.6462631,google
22,Traffic Signal LED,W 31ST ST & S KEELER AVE,2012,20000,17622,W 31ST ST & S KEELER AVE,41.8368227,-87.7292069,google
22,In-Road State Law Stop For Pedestrians Signs Menu,W 31ST ST & S KILDARE AVE,2020,300,41452,W 31ST ST & S KILDARE AVE,41.8367901,-87.7316513,google
22,In-Road State Law Stop For Pedestrians Signs Menu,W 31ST ST & S KILDARE AVE,2020,175,41455,W 31ST ST & S KILDARE AVE,41.8367901,-87.7316513,google
11,High Definition Camera Menu,W 31ST ST & S LITUANICA AVE,2016,27011,40719,W 31ST ST & S LITUANICA AVE,41.83801503500007,-87.64870179799999,census
11,In-Road State Law Stop,W 31ST ST & S LOWE AVE,2014,600,8418,W 31ST ST & S LOWE AVE,41.8380787,-87.6426246,google
11,Arterial Street Bump Outs Menu,W 31ST ST & S QUINN ST,2022,65898.58,8765,W 31ST ST & S QUINN ST,41.8380026,-87.64812,google
22,Installation of Rectangular Rapid Flashing Beacons on W. 31st St. at S. Ridgeway Ave.,W 31ST ST & S RIDGEWAY AVE,2021,74542.56,17933,W 31ST ST & S RIDGEWAY AVE,41.8369855,-87.7182279,google
22,Installation of Rectangular Rapid Flashing Beacons on W. 31st St. at S. Ridgeway Ave.,W 31ST ST & S RIDGEWAY AVE,2022,18186.3,17968,W 31ST ST & S RIDGEWAY AVE,41.8369855,-87.7182279,google
3,Left-Turn Arrow Menu,W 31ST ST & S STATE ST,2018,35000,40331,W 31ST ST & S STATE ST,41.8382957,-87.6267733,google
11,Viaduct Improvement Menu,W 31ST ST & S STEWART AVE,2017,34500,8595,W 31ST ST & S STEWART AVE,41.8381725,-87.6363734,google
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 31ST ST & S WALLACE ST,2021,22015,40782,W 31ST ST & S WALLACE ST,41.838093,-87.6414034,google
11,5 LPR on Existing Cameras: Various Locations,W 31ST ST & S WALLACE ST,2021,10971,40783,W 31ST ST & S WALLACE ST,41.838093,-87.6414034,google
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 31ST ST & S WENTWORTH AVE,2021,22015,40781,W 31ST ST & S WENTWORTH AVE,41.838284,-87.6316917,google
11,High Definition Camera Menu,W 32ND ST & S LITUANICA AVE,2016,27011,40714,W 32ND ST & S LITUANICA AVE,41.836427179000054,-87.64866561899998,census
11,Street Bump Outs Menu,W 32ND ST & S PRINCETON AVE,2021,52500,8736,W 32ND ST & S PRINCETON AVE,41.836349,-87.6340611,google
11,Street Traffic Circle Menu,W 32ND ST & S SHIELDS AVE,2021,15746.2857142857,40809,W 32ND ST & S SHIELDS AVE,41.836370901000066,-87.63527135499999,census
12,2 LPR on Existing Cameras: 1586 W 33rd St; 3109 S Archer Ave,W 33RD ST & S ASHLAND AVE,2021,10971,40884,W 33RD ST & S ASHLAND AVE,41.8332538,-87.6655566,google
22,Street Bump Outs Menu,W 33RD ST & S PULASKI RD,2022,8962.43,41500,W 33RD ST & S PULASKI RD,41.8332817,-87.7242743,google
11,Viaduct Improvement Menu,W 33RD ST & S STEWART AVE,2017,43500,8596,W 33RD ST & S STEWART AVE,41.83453783200008,-87.63588639799997,census
11,High Definition Camera Menu,W 35TH ST & S RACINE AVE,2016,27011,40716,W 35TH ST & S RACINE AVE,41.8306182,-87.6557497,google
11,POD CAMERA,W 35TH ST & S SHIELDS AVE,2019,24776,8660,W 35TH ST & S SHIELDS AVE,41.83089581400003,-87.63514271799994,census
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 35TH ST & S WALLACE ST,2021,22015,40779,W 35TH ST & S WALLACE ST,41.8308152,-87.6412335,google
11,5 LPR on Existing Cameras: Various Locations,W 35TH ST & S WALLACE ST,2021,10971,40786,W 35TH ST & S WALLACE ST,41.8308152,-87.6412335,google
11,High Definition Camera Menu,W 36TH ST & S LITUANICA AVE,2016,27011,40717,W 36TH ST & S LITUANICA AVE,41.828656737000074,-87.64768074699998,census
12,Alley Resurface Menu,W 37TH PLDEAD ENDS ST LOUIS AVE & S HOMAN AVE,2011,12403,9176,W 37TH PLDEAD ENDS ST LOUIS AVE & S HOMAN AVE,41.758356,-87.7099848,google
11,Viaduct Improvement Menu,W 37TH ST & S CANAL ST,2018,9508,8638,W 37TH ST & S CANAL ST,41.82721359800007,-87.63776368499998,census
11,Street Resurface Menu,W 37TH ST & S MORGAN ST (1000 W)Dead End (1221 W),2011,9065,8312,W 37TH ST & S MORGAN ST (1000 W)Dead End (1221 W),41.8694491,-87.6511068,google
12,Alley Apron Menu,W 38TH PL & S ST LOUIS AV (3500 W),2011,7275,9169,W 38TH PL & S ST LOUIS AV (3500 W),41.7436735,-87.7097375,google
12,Alley Apron Menu,W 42ND ST & S FAIRFIELD AV (2732 W),2011,29534,9172,W 42ND ST & S FAIRFIELD AV (2732 W),41.8177695,-87.6932641,google
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 43RD ST & S HALSTED ST,2021,22015,40780,W 43RD ST & S HALSTED ST,41.814821,-87.6456907,google
11,5 LPR on Existing Cameras: Various Locations,W 43RD ST & S HALSTED ST,2021,10971,40784,W 43RD ST & S HALSTED ST,41.814821,-87.6456907,google
11,Bollard Menu,W 43RD ST & S WALLACE ST,2021,1572.35,8717,W 43RD ST & S WALLACE ST,41.8153293,-87.6412133,google
12,Alley Apron Menu,W 44TH ST & S ROCKWELL ST (2600 W),2011,9756,9173,W 44TH ST & S ROCKWELL ST (2600 W),41.7422319,-87.6878715,google
11,Pavement Markings Menu,W 44TH ST & S WALLACE ST,2021,22000,8726,W 44TH ST & S WALLACE ST,41.8135129,-87.640792,google
11,Viaduct Improvement Menu,W 45TH ST & S STEWART AVE,2021,39784.82,8759,W 45TH ST & S STEWART AVE,41.8126218,-87.6357405,google
3,Pavement Markings,W 46TH PL & S SHIELDS AVE,2012,300,2628,W 46TH PL & S SHIELDS AVE,41.810225554000056,-87.63478896799995,census
15,Street Traffic Circle Menu,W 46TH ST & S WOOD ST,2016,14832.52,12824,W 46TH ST & S WOOD ST,41.8103729,-87.6698732,google
22,Pavement Markings Menu,W 47TH ST & S LA CROSSE AVE,2022,6300,17973,W 47TH ST & S LA CROSSE AVE,41.8076182,-87.7443813,google
3,Miscellaneous-CDOT,W 47 ST & S WENTWORTH AV,2010,286000,2570,W 47th ST & S WENTWORTH AV,41.8091411,-87.6308447,google
3,Street Traffic Circle Menu,W 47TH ST & S WENTWORTH AVE,2019,15700,2895,W 47TH ST & S WENTWORTH AVE,41.8091411,-87.6308447,google
16,Street Speed Hump Menu,W 50TH PL & S OAKLEY AV (2300 W)Dead End (3766 W),2011,3700,13371,W 50TH PL & S OAKLEY AV (2300 W)Dead End (3766 W),41.8504917,-87.6833119,google
20,Street Lighting,W 50TH ST & S PEORIA ST,2011,3000,16136,W 50TH ST & S PEORIA ST,41.803365,-87.6478188,google
14,Sidewalk Menu,W 50TH ST & S TRIPP AVE,2022,4948.92,12253,W 50TH ST & S TRIPP AVE,41.80231039600005,-87.72954977299997,census
16,Street Resurface Menu,W 51ST PL & S HOYNE AV (2100 W)Dead End (2127 W),2011,34954,13358,W 51ST PL & S HOYNE AV (2100 W)Dead End (2127 W),41.8539812,-87.6783292,google
16,Pavement Markings,W 51ST ST & S LEAVITT ST,2013,1100,13449,W 51ST ST & S LEAVITT ST,41.8011696,-87.6790843,google
16,Bollard Menu,W 53RD ST & S DAMEN AVE,2022,1668.935,41255,W 53RD ST & S DAMEN AVE,41.797587028000066,-87.67440495799997,census
23,Street Bump Outs Menu,W 53RD ST & S HARLEM AVE,2021,5043.98,19234,W 53RD ST & S HARLEM AVE,41.7957623,-87.8016089,google
23,Street Bump Outs Menu,W 53RD ST & S HARLEM AVE,2022,7563.23,19300,W 53RD ST & S HARLEM AVE,41.7957623,-87.8016089,google
3,Street Light Pole for High Definition Camera Menu,W 53RD ST & S PRINCETON AVE,2021,3000,2956,W 53RD ST & S PRINCETON AVE,41.7981592,-87.6330901,google
16,Street Resurface Menu,W 54TH ST & S HOYNE AV (2100 W)Dead End (2130 W),2011,46285,13361,W 54TH ST & S HOYNE AV (2100 W)Dead End (2130 W),41.8539812,-87.6783292,google
23,Arterial Street Bump Outs Menu,W 55TH ST & S MAYFIELD AVE,2022,55044.33,19267,W 55TH ST & S MAYFIELD AVE,41.7925907,-87.7696236,google
13,In-Road State Law Stop,W 55TH ST & S MEADE AVE,2014,950,10211,W 55TH ST & S MEADE AVE,41.7924951,-87.7745059,google
13,Floodlight Menu,W 55TH ST & S MULLIGAN AVE,2021,950,10745,W 55TH ST & S MULLIGAN AVE,41.7905292,-87.7805188,google
13,Street Traffic Circles Menu,W 56 ST & S KARLOV AV,2005,10000,9776,W 56th ST & S KARLOV AV,41.7904616,-87.7255326,google
13,Street Traffic Circles Menu,W 56 ST & S KENNETH AV,2007,12000,9926,W 56th ST & S KENNETH AV,41.7912265,-87.7341238,google
13,Street Traffic Circles Menu,W 57 ST & S KILBOURN AV,2007,12000,9925,W 57th ST & S KILBOURN AV,41.78945479600003,-87.73529821199998,census
13,Street Traffic Circles Menu,W 57 ST & S SPRINGFIELD AV,2007,12000,9933,W 57th ST & S SPRINGFIELD AV,41.789619611000035,-87.72060552299996,census
13,Street Traffic Circles Menu,W 58 ST & S KOLMAR AV,2007,12000,9924,W 58th ST & S KOLMAR AV,41.787621727000044,-87.73646799899996,census
13,Speed Indicator Signs,W 58TH ST & S MULLIGAN AVE,2021,14000,10836,W 58TH ST & S MULLIGAN AVE,41.78687000800005,-87.78038124799997,census
13,Street Traffic Circles Menu,W 58 ST & S TRIPP AV,2007,12000,9921,W 58th ST & S TRIPP AV,41.7876872,-87.7291265,google
15,Street Traffic Circles Menu,W 58 ST & S WINCHESTER AV,2009,6623,12551,W 58th ST & S WINCHESTER AV,41.7883519,-87.686321,google
23,1 Mural Project - 59th Street & Central Park,W 59TH ST & S CENTRAL PARK AVE,2022,50000,19257,W 59TH ST & S CENTRAL PARK AVE,41.786085,-87.7133824,google
23,In-Road State Law Stop,W 59TH ST & S HOMAN AVE,2013,950,18597,W 59TH ST & S HOMAN AVE,41.7861766,-87.7082076,google
13,Miscellaneous Other,W 59TH ST & S KOLIN AVE,2013,174,10167,W 59TH ST & S KOLIN AVE,41.785843,-87.731515,google
13,In-Road State Law Stop,W 59TH ST & S KOLIN AVE,2014,776,10210,W 59TH ST & S KOLIN AVE,41.785843,-87.731515,google
16,Traffic Equipment,W 59TH ST & S RACINE AVE,2013,1425,13509,W 59TH ST & S RACINE AVE,41.7868881,-87.6546917,google
16,Traffic Equipment,W 59TH ST & S RACINE AVE,2014,975,13546,W 59TH ST & S RACINE AVE,41.7868881,-87.6546917,google
23,In-Road State Law Stop,W 59TH ST & S SPAULDING AVE,2013,950,18598,W 59TH ST & S SPAULDING AVE,41.7862192,-87.7057783,google
13,Street Traffic Circles Menu,W 60 ST & S KOLIN AV,2008,16517,9955,W 60th ST & S KOLIN AV,41.78402794800007,-87.73146323899994,census
13,Street Traffic Circles Menu,W 60 ST & S TRIPP AV,2007,12000,9932,W 60th ST & S TRIPP AV,41.7840509,-87.7289415,google
23,Miscellaneous-CDOT,W 60 ST & SRRAGANSETT AV,2008,1200,18195,W 60th ST & SRRAGANSETT AV,41.7831708,-87.7814749,google
13,Street Traffic Circles Menu,W 61 PL & S HAMLIN,2006,10000,9838,W 61st PL & S HAMLIN,41.781463260000066,-87.71792827799999,census
13,Street Traffic Circles Menu,W 61 ST & S KARLOV AV,2007,12000,9928,W 61st ST & S KARLOV AV,41.78226,-87.7253002,google
13,Street Traffic Circles Menu,W 61 ST & S KEELER AV,2007,12000,9929,W 61st ST & S KEELER AV,41.7822344,-87.727739,google
13,Street Traffic Circles Menu,W 61 ST & S KILBOURN AV,2006,10000,9839,W 61st ST & S KILBOURN AV,41.7822213,-87.7350801,google
13,Street Traffic Circles Menu,W 61 ST & S MONITOR AV,2007,12000,9930,W 61st ST & S MONITOR AV,41.78160797600003,-87.76797185599997,census
13,Floodlight Menu,W 61ST ST & S MULLIGAN AVE,2021,950,10746,W 61ST ST & S MULLIGAN AVE,41.78136678200008,-87.78017623399995,census
13,Street Traffic Circles Menu,W 62 PL & S SPRINGFIELD AV,2007,3000,9918,W 62nd PL & S SPRINGFIELD AV,41.779606072000036,-87.72033217099994,census
15,In-Road State Law Stop,W 62ND ST & S DAMEN AVE,2015,600,12724,W 62ND ST & S DAMEN AVE,41.78116578800007,-87.67395071099997,census
13,Street Traffic Circles Menu,W 62 ST & S KOLIN AV,2008,15779,9956,W 62nd ST & S KOLIN AV,41.780381910000074,-87.73135470199998,census
13,Street Traffic Circles Menu,W 62 ST & S MENARD AV,2007,12000,9922,W 62nd ST & S MENARD AV,41.77979500600003,-87.76667745199995,census
23,Sidewalk Menu,W 63RD PL & S SAYRE AVE,2019,3927.26,41541,W 63RD PL & S SAYRE AVE,41.7765633,-87.7959358,google
13,Traffic Signals,W 63 ST & S CICERO AV,2010,12000,10075,W 63rd ST & S CICERO AV,41.7784977,-87.7423847,google
16,In-Road State Law Stop For Pedestrians Signs Menu,W 63RD ST & S CLAREMONT AVE,2016,600,13595,W 63RD ST & S CLAREMONT AVE,41.7791932,-87.6822949,google
15,Miscellaneous-CDOT,W 63 ST & S HOMAN AV,2008,1300,12444,W 63rd ST & S HOMAN AV,41.7788895,-87.7079828,google
